Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 11759
Start Time: 2/8/2023 2:27:29.958 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,0.828
1,0.001,0.829
2,0.002,0.828
3,0.003,0.831
4,0.004,0.829
5,0.005,0.830
6,0.006,0.829
7,0.007,0.828
8,0.008,0.829
9,0.009,0.830
10,0.010,0.830
11,0.011,0.830
12,0.012,0.830
13,0.013,0.830
14,0.014,0.831
15,0.015,0.830
16,0.016,0.831
17,0.017,0.831
18,0.018,0.830
19,0.019,0.829
20,0.020,0.830
21,0.021,0.828
22,0.022,0.829
23,0.023,0.830
24,0.024,0.829
25,0.025,0.827
26,0.026,0.830
27,0.027,0.830
28,0.028,0.829
29,0.029,0.830
30,0.030,0.830
31,0.031,0.829
32,0.032,0.829
33,0.033,0.829
34,0.034,0.829
35,0.035,0.828
36,0.036,0.827
37,0.037,0.829
38,0.038,0.828
39,0.039,0.828
40,0.040,0.830
41,0.041,0.827
42,0.042,0.828
43,0.043,0.829
44,0.044,0.828
45,0.045,0.828
46,0.046,0.828
47,0.047,0.828
48,0.048,0.830
49,0.049,0.830
50,0.050,0.829
51,0.051,0.829
52,0.052,0.830
53,0.053,0.829
54,0.054,0.828
55,0.055,0.829
56,0.056,0.829
57,0.057,0.829
58,0.058,0.828
59,0.059,0.829
60,0.060,0.828
61,0.061,0.830
62,0.062,0.829
63,0.063,0.829
64,0.064,0.830
65,0.065,0.829
66,0.066,0.828
67,0.067,0.829
68,0.068,0.829
69,0.069,0.828
70,0.070,0.829
71,0.071,0.828
72,0.072,0.829
73,0.073,0.828
74,0.074,0.830
75,0.075,0.830
76,0.076,0.828
77,0.077,0.828
78,0.078,0.830
79,0.079,0.830
80,0.080,0.829
81,0.081,0.829
82,0.082,0.829
83,0.083,0.830
84,0.084,0.828
85,0.085,0.827
86,0.086,0.828
87,0.087,0.827
88,0.088,0.828
89,0.089,0.828
90,0.090,0.827
91,0.091,0.827
92,0.092,0.827
93,0.093,0.827
94,0.094,0.827
95,0.095,0.827
96,0.096,0.828
97,0.097,0.828
98,0.098,0.828
99,0.099,0.827
100,0.100,0.827
101,0.101,0.828
102,0.102,0.828
103,0.103,0.829
104,0.104,0.828
105,0.105,0.827
106,0.106,0.826
107,0.107,0.829
108,0.108,0.828
109,0.109,0.828
110,0.110,0.828
111,0.111,0.829
112,0.112,0.826
113,0.113,0.826
114,0.114,0.828
115,0.115,0.829
116,0.116,0.827
117,0.117,0.828
118,0.118,0.827
119,0.119,0.828
120,0.120,0.828
121,0.121,0.828
122,0.122,0.827
123,0.123,0.827
124,0.124,0.828
125,0.125,0.828
126,0.126,0.827
127,0.127,0.828
128,0.128,0.826
129,0.129,0.826
130,0.130,0.827
131,0.131,0.827
132,0.132,0.825
133,0.133,0.827
134,0.134,0.826
135,0.135,0.826
136,0.136,0.826
137,0.137,0.827
138,0.138,0.827
139,0.139,0.827
140,0.140,0.828
141,0.141,0.827
142,0.142,0.826
143,0.143,0.827
144,0.144,0.828
145,0.145,0.828
146,0.146,0.828
147,0.147,0.828
148,0.148,0.828
149,0.149,0.828
150,0.150,0.829
151,0.151,0.830
152,0.152,0.829
153,0.153,0.828
154,0.154,0.830
155,0.155,0.831
156,0.156,0.830
157,0.157,0.829
158,0.158,0.828
159,0.159,0.829
160,0.160,0.830
161,0.161,0.828
162,0.162,0.830
163,0.163,0.827
164,0.164,0.829
165,0.165,0.830
166,0.166,0.829
167,0.167,0.829
168,0.168,0.828
169,0.169,0.827
170,0.170,0.828
171,0.171,0.829
172,0.172,0.828
173,0.173,0.829
174,0.174,0.827
175,0.175,0.827
176,0.176,0.828
177,0.177,0.828
178,0.178,0.827
179,0.179,0.828
180,0.180,0.829
181,0.181,0.828
182,0.182,0.828
183,0.183,0.827
184,0.184,0.827
185,0.185,0.826
186,0.186,0.827
187,0.187,0.828
188,0.188,0.826
189,0.189,0.827
190,0.190,0.827
191,0.191,0.827
192,0.192,0.827
193,0.193,0.826
194,0.194,0.828
195,0.195,0.827
196,0.196,0.828
197,0.197,0.828
198,0.198,0.828
199,0.199,0.827
200,0.200,0.828
201,0.201,0.829
202,0.202,0.828
203,0.203,0.829
204,0.204,0.828
205,0.205,0.829
206,0.206,0.828
207,0.207,0.829
208,0.208,0.828
209,0.209,0.826
210,0.210,0.828
211,0.211,0.828
212,0.212,0.828
213,0.213,0.828
214,0.214,0.828
215,0.215,0.829
216,0.216,0.829
217,0.217,0.827
218,0.218,0.827
219,0.219,0.828
220,0.220,0.827
221,0.221,0.826
222,0.222,0.829
223,0.223,0.827
224,0.224,0.827
225,0.225,0.828
226,0.226,0.828
227,0.227,0.827
228,0.228,0.827
229,0.229,0.828
230,0.230,0.828
231,0.231,0.827
232,0.232,0.826
233,0.233,0.826
234,0.234,0.826
235,0.235,0.827
236,0.236,0.827
237,0.237,0.827
238,0.238,0.826
239,0.239,0.826
240,0.240,0.826
241,0.241,0.827
242,0.242,0.826
243,0.243,0.827
244,0.244,0.826
245,0.245,0.826
246,0.246,0.826
247,0.247,0.826
248,0.248,0.828
249,0.249,0.827
250,0.250,0.826
251,0.251,0.829
252,0.252,0.826
253,0.253,0.826
254,0.254,0.827
255,0.255,0.827
256,0.256,0.827
257,0.257,0.827
258,0.258,0.826
259,0.259,0.827
260,0.260,0.826
261,0.261,0.828
262,0.262,0.826
263,0.263,0.826
264,0.264,0.823
265,0.265,0.827
266,0.266,0.827
267,0.267,0.828
268,0.268,0.827
269,0.269,0.827
270,0.270,0.828
271,0.271,0.825
272,0.272,0.826
273,0.273,0.826
274,0.274,0.826
275,0.275,0.826
276,0.276,0.825
277,0.277,0.827
278,0.278,0.826
279,0.279,0.826
280,0.280,0.825
281,0.281,0.825
282,0.282,0.827
