Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 10511
Start Time: 2/8/2023 2:40:54.816 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,0.561
1,0.001,0.562
2,0.002,0.561
3,0.003,0.559
4,0.004,0.559
5,0.005,0.560
6,0.006,0.561
7,0.007,0.558
8,0.008,0.561
9,0.009,0.560
10,0.010,0.559
11,0.011,0.559
12,0.012,0.561
13,0.013,0.560
14,0.014,0.561
15,0.015,0.561
16,0.016,0.562
17,0.017,0.560
18,0.018,0.561
19,0.019,0.561
20,0.020,0.559
21,0.021,0.560
22,0.022,0.559
23,0.023,0.561
24,0.024,0.560
25,0.025,0.560
26,0.026,0.559
27,0.027,0.560
28,0.028,0.561
29,0.029,0.560
30,0.030,0.560
31,0.031,0.558
32,0.032,0.560
33,0.033,0.561
34,0.034,0.559
35,0.035,0.558
36,0.036,0.560
37,0.037,0.560
38,0.038,0.561
39,0.039,0.560
40,0.040,0.561
41,0.041,0.560
42,0.042,0.558
43,0.043,0.558
44,0.044,0.561
45,0.045,0.561
46,0.046,0.560
47,0.047,0.560
48,0.048,0.561
49,0.049,0.560
50,0.050,0.560
51,0.051,0.561
52,0.052,0.560
53,0.053,0.560
54,0.054,0.558
55,0.055,0.560
56,0.056,0.560
57,0.057,0.560
58,0.058,0.561
59,0.059,0.561
60,0.060,0.560
61,0.061,0.559
62,0.062,0.561
63,0.063,0.558
64,0.064,0.560
65,0.065,0.559
66,0.066,0.559
67,0.067,0.560
68,0.068,0.561
69,0.069,0.560
70,0.070,0.559
71,0.071,0.560
72,0.072,0.560
73,0.073,0.561
74,0.074,0.560
75,0.075,0.559
76,0.076,0.559
77,0.077,0.558
78,0.078,0.559
79,0.079,0.559
80,0.080,0.559
81,0.081,0.562
82,0.082,0.559
83,0.083,0.558
84,0.084,0.559
85,0.085,0.560
86,0.086,0.560
87,0.087,0.560
88,0.088,0.559
89,0.089,0.557
90,0.090,0.559
91,0.091,0.560
92,0.092,0.561
93,0.093,0.559
94,0.094,0.559
95,0.095,0.560
96,0.096,0.561
97,0.097,0.559
98,0.098,0.561
99,0.099,0.559
100,0.100,0.560
101,0.101,0.560
102,0.102,0.560
103,0.103,0.560
104,0.104,0.560
105,0.105,0.560
106,0.106,0.559
107,0.107,0.560
108,0.108,0.559
109,0.109,0.559
110,0.110,0.560
111,0.111,0.560
112,0.112,0.559
113,0.113,0.560
114,0.114,0.560
115,0.115,0.559
116,0.116,0.558
117,0.117,0.559
118,0.118,0.560
119,0.119,0.558
120,0.120,0.558
121,0.121,0.560
122,0.122,0.558
123,0.123,0.559
124,0.124,0.559
125,0.125,0.559
126,0.126,0.558
127,0.127,0.559
128,0.128,0.559
129,0.129,0.560
130,0.130,0.559
131,0.131,0.559
132,0.132,0.560
133,0.133,0.560
134,0.134,0.559
135,0.135,0.559
136,0.136,0.559
137,0.137,0.559
138,0.138,0.561
139,0.139,0.560
140,0.140,0.561
141,0.141,0.559
142,0.142,0.560
143,0.143,0.561
144,0.144,0.560
145,0.145,0.561
146,0.146,0.561
147,0.147,0.559
148,0.148,0.560
149,0.149,0.561
150,0.150,0.559
151,0.151,0.561
152,0.152,0.560
153,0.153,0.560
154,0.154,0.560
155,0.155,0.560
156,0.156,0.559
157,0.157,0.560
158,0.158,0.559
159,0.159,0.560
160,0.160,0.558
161,0.161,0.560
162,0.162,0.563
163,0.163,0.567
164,0.164,0.569
165,0.165,0.573
166,0.166,0.578
167,0.167,0.581
168,0.168,0.585
169,0.169,0.584
170,0.170,0.587
171,0.171,0.591
172,0.172,0.593
173,0.173,0.593
174,0.174,0.593
175,0.175,0.594
176,0.176,0.593
177,0.177,0.593
178,0.178,0.592
179,0.179,0.591
180,0.180,0.590
181,0.181,0.585
182,0.182,0.587
183,0.183,0.585
184,0.184,0.583
185,0.185,0.579
186,0.186,0.576
187,0.187,0.573
188,0.188,0.573
189,0.189,0.569
190,0.190,0.567
191,0.191,0.565
192,0.192,0.564
193,0.193,0.561
194,0.194,0.558
195,0.195,0.559
196,0.196,0.556
197,0.197,0.554
198,0.198,0.554
199,0.199,0.554
200,0.200,0.552
201,0.201,0.552
202,0.202,0.553
203,0.203,0.556
204,0.204,0.555
205,0.205,0.556
206,0.206,0.555
207,0.207,0.555
208,0.208,0.557
209,0.209,0.558
210,0.210,0.557
211,0.211,0.558
212,0.212,0.557
213,0.213,0.557
214,0.214,0.559
215,0.215,0.559
216,0.216,0.558
217,0.217,0.557
218,0.218,0.556
219,0.219,0.558
220,0.220,0.557
221,0.221,0.557
222,0.222,0.559
223,0.223,0.559
224,0.224,0.559
225,0.225,0.557
226,0.226,0.558
227,0.227,0.558
228,0.228,0.558
229,0.229,0.556
230,0.230,0.557
231,0.231,0.559
232,0.232,0.558
233,0.233,0.556
234,0.234,0.558
235,0.235,0.557
236,0.236,0.558
237,0.237,0.557
238,0.238,0.557
239,0.239,0.558
240,0.240,0.559
241,0.241,0.557
242,0.242,0.558
243,0.243,0.558
244,0.244,0.558
245,0.245,0.558
246,0.246,0.559
247,0.247,0.561
248,0.248,0.559
249,0.249,0.559
250,0.250,0.560
251,0.251,0.562
252,0.252,0.558
253,0.253,0.559
254,0.254,0.561
255,0.255,0.562
256,0.256,0.561
257,0.257,0.560
258,0.258,0.561
259,0.259,0.561
260,0.260,0.559
261,0.261,0.561
262,0.262,0.560
263,0.263,0.560
264,0.264,0.559
265,0.265,0.559
266,0.266,0.561
267,0.267,0.558
268,0.268,0.559
269,0.269,0.558
270,0.270,0.559
271,0.271,0.560
272,0.272,0.559
273,0.273,0.558
274,0.274,0.559
275,0.275,0.559
276,0.276,0.559
277,0.277,0.559
278,0.278,0.560
279,0.279,0.559
280,0.280,0.559
281,0.281,0.558
282,0.282,0.560
283,0.283,0.560
284,0.284,0.560
285,0.285,0.558
286,0.286,0.558
287,0.287,0.558
288,0.288,0.559
289,0.289,0.559
290,0.290,0.558
291,0.291,0.560
292,0.292,0.558
293,0.293,0.559
294,0.294,0.558
295,0.295,0.558
296,0.296,0.557
297,0.297,0.558
298,0.298,0.557
299,0.299,0.558
300,0.300,0.558
301,0.301,0.559
302,0.302,0.559
303,0.303,0.557
304,0.304,0.559
305,0.305,0.558
306,0.306,0.558
