Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 12383
Start Time: 2/8/2023 2:30:06.624 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,1.119
1,0.001,1.118
2,0.002,1.119
3,0.003,1.119
4,0.004,1.118
5,0.005,1.119
6,0.006,1.120
7,0.007,1.120
8,0.008,1.117
9,0.009,1.118
10,0.010,1.119
11,0.011,1.119
12,0.012,1.120
13,0.013,1.120
14,0.014,1.118
15,0.015,1.118
16,0.016,1.119
17,0.017,1.119
18,0.018,1.120
19,0.019,1.118
20,0.020,1.120
21,0.021,1.120
22,0.022,1.120
23,0.023,1.119
24,0.024,1.117
25,0.025,1.119
26,0.026,1.119
27,0.027,1.117
28,0.028,1.119
29,0.029,1.119
30,0.030,1.118
31,0.031,1.120
32,0.032,1.119
33,0.033,1.118
34,0.034,1.118
35,0.035,1.119
36,0.036,1.120
37,0.037,1.120
38,0.038,1.119
39,0.039,1.118
40,0.040,1.119
41,0.041,1.117
42,0.042,1.118
43,0.043,1.119
44,0.044,1.117
45,0.045,1.118
46,0.046,1.119
47,0.047,1.117
48,0.048,1.117
49,0.049,1.118
50,0.050,1.117
51,0.051,1.119
52,0.052,1.117
53,0.053,1.117
54,0.054,1.119
55,0.055,1.120
56,0.056,1.120
57,0.057,1.118
58,0.058,1.118
59,0.059,1.119
60,0.060,1.118
61,0.061,1.120
62,0.062,1.118
63,0.063,1.117
64,0.064,1.120
65,0.065,1.120
66,0.066,1.116
67,0.067,1.117
68,0.068,1.119
69,0.069,1.118
70,0.070,1.118
71,0.071,1.118
72,0.072,1.118
73,0.073,1.119
74,0.074,1.119
75,0.075,1.118
76,0.076,1.118
77,0.077,1.117
78,0.078,1.118
79,0.079,1.118
80,0.080,1.117
81,0.081,1.117
82,0.082,1.116
83,0.083,1.118
84,0.084,1.117
85,0.085,1.118
86,0.086,1.118
87,0.087,1.117
88,0.088,1.118
89,0.089,1.117
90,0.090,1.116
91,0.091,1.118
92,0.092,1.117
93,0.093,1.118
94,0.094,1.116
95,0.095,1.118
96,0.096,1.118
97,0.097,1.116
98,0.098,1.116
99,0.099,1.117
100,0.100,1.117
101,0.101,1.117
102,0.102,1.117
103,0.103,1.116
104,0.104,1.116
105,0.105,1.117
106,0.106,1.117
107,0.107,1.117
108,0.108,1.117
109,0.109,1.116
110,0.110,1.116
111,0.111,1.115
112,0.112,1.116
