Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 11535
Start Time: 2/8/2023 2:49:21.610 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,1.096
1,0.001,1.098
2,0.002,1.097
3,0.003,1.096
4,0.004,1.096
5,0.005,1.097
6,0.006,1.097
7,0.007,1.095
8,0.008,1.097
9,0.009,1.097
10,0.010,1.097
11,0.011,1.096
12,0.012,1.097
13,0.013,1.095
14,0.014,1.096
15,0.015,1.096
16,0.016,1.097
17,0.017,1.098
18,0.018,1.098
19,0.019,1.099
20,0.020,1.097
21,0.021,1.097
22,0.022,1.097
23,0.023,1.097
24,0.024,1.098
25,0.025,1.099
26,0.026,1.099
27,0.027,1.098
28,0.028,1.099
29,0.029,1.099
30,0.030,1.099
31,0.031,1.099
32,0.032,1.099
33,0.033,1.099
34,0.034,1.100
35,0.035,1.098
36,0.036,1.100
37,0.037,1.101
38,0.038,1.099
39,0.039,1.100
40,0.040,1.099
41,0.041,1.098
42,0.042,1.099
43,0.043,1.098
44,0.044,1.099
45,0.045,1.098
46,0.046,1.099
47,0.047,1.099
48,0.048,1.100
49,0.049,1.098
50,0.050,1.098
51,0.051,1.098
52,0.052,1.099
53,0.053,1.099
54,0.054,1.101
55,0.055,1.099
56,0.056,1.099
57,0.057,1.099
58,0.058,1.099
59,0.059,1.098
60,0.060,1.098
61,0.061,1.097
62,0.062,1.099
63,0.063,1.099
64,0.064,1.097
65,0.065,1.099
66,0.066,1.099
67,0.067,1.101
68,0.068,1.100
69,0.069,1.099
70,0.070,1.099
71,0.071,1.096
72,0.072,1.098
73,0.073,1.096
74,0.074,1.096
75,0.075,1.098
76,0.076,1.098
77,0.077,1.098
78,0.078,1.097
79,0.079,1.096
80,0.080,1.097
81,0.081,1.098
82,0.082,1.098
83,0.083,1.097
84,0.084,1.097
85,0.085,1.096
86,0.086,1.097
87,0.087,1.096
88,0.088,1.097
89,0.089,1.097
90,0.090,1.097
91,0.091,1.096
92,0.092,1.097
93,0.093,1.097
94,0.094,1.096
95,0.095,1.097
96,0.096,1.096
97,0.097,1.097
98,0.098,1.098
99,0.099,1.098
100,0.100,1.096
101,0.101,1.098
102,0.102,1.098
103,0.103,1.098
104,0.104,1.098
105,0.105,1.096
106,0.106,1.097
107,0.107,1.098
108,0.108,1.098
109,0.109,1.097
110,0.110,1.098
111,0.111,1.097
112,0.112,1.096
113,0.113,1.096
114,0.114,1.098
115,0.115,1.097
116,0.116,1.097
117,0.117,1.098
118,0.118,1.097
119,0.119,1.096
120,0.120,1.100
121,0.121,1.098
122,0.122,1.099
123,0.123,1.098
124,0.124,1.098
125,0.125,1.097
126,0.126,1.097
127,0.127,1.097
128,0.128,1.098
129,0.129,1.097
130,0.130,1.097
131,0.131,1.097
132,0.132,1.098
133,0.133,1.098
134,0.134,1.098
135,0.135,1.098
136,0.136,1.098
137,0.137,1.097
138,0.138,1.098
139,0.139,1.097
140,0.140,1.097
141,0.141,1.098
142,0.142,1.096
143,0.143,1.099
144,0.144,1.100
145,0.145,1.099
146,0.146,1.097
147,0.147,1.097
148,0.148,1.098
149,0.149,1.097
150,0.150,1.099
151,0.151,1.098
152,0.152,1.098
153,0.153,1.098
154,0.154,1.100
155,0.155,1.097
156,0.156,1.100
157,0.157,1.098
158,0.158,1.098
159,0.159,1.099
160,0.160,1.098
161,0.161,1.098
162,0.162,1.098
163,0.163,1.097
164,0.164,1.098
165,0.165,1.098
166,0.166,1.098
167,0.167,1.098
168,0.168,1.097
169,0.169,1.100
170,0.170,1.098
171,0.171,1.098
172,0.172,1.097
173,0.173,1.098
174,0.174,1.098
175,0.175,1.095
176,0.176,1.097
177,0.177,1.098
178,0.178,1.098
179,0.179,1.097
180,0.180,1.097
181,0.181,1.098
182,0.182,1.096
183,0.183,1.096
184,0.184,1.098
185,0.185,1.097
186,0.186,1.097
187,0.187,1.096
188,0.188,1.096
189,0.189,1.096
190,0.190,1.097
191,0.191,1.098
192,0.192,1.098
193,0.193,1.098
194,0.194,1.097
195,0.195,1.097
196,0.196,1.097
197,0.197,1.098
198,0.198,1.097
199,0.199,1.097
200,0.200,1.098
201,0.201,1.096
202,0.202,1.098
203,0.203,1.097
204,0.204,1.097
205,0.205,1.098
206,0.206,1.095
207,0.207,1.096
208,0.208,1.098
209,0.209,1.096
210,0.210,1.096
211,0.211,1.097
212,0.212,1.096
213,0.213,1.097
214,0.214,1.097
215,0.215,1.095
216,0.216,1.096
217,0.217,1.096
218,0.218,1.097
219,0.219,1.098
220,0.220,1.098
221,0.221,1.099
222,0.222,1.098
223,0.223,1.097
224,0.224,1.097
225,0.225,1.098
226,0.226,1.096
227,0.227,1.097
228,0.228,1.095
229,0.229,1.098
230,0.230,1.098
231,0.231,1.097
232,0.232,1.096
233,0.233,1.098
234,0.234,1.095
235,0.235,1.096
236,0.236,1.097
237,0.237,1.098
238,0.238,1.098
239,0.239,1.095
240,0.240,1.099
241,0.241,1.097
242,0.242,1.097
243,0.243,1.097
244,0.244,1.097
245,0.245,1.099
246,0.246,1.097
247,0.247,1.098
248,0.248,1.097
249,0.249,1.096
250,0.250,1.097
251,0.251,1.097
252,0.252,1.096
253,0.253,1.098
254,0.254,1.096
255,0.255,1.097
256,0.256,1.098
257,0.257,1.096
258,0.258,1.097
259,0.259,1.097
260,0.260,1.096
261,0.261,1.097
262,0.262,1.096
263,0.263,1.097
264,0.264,1.097
265,0.265,1.097
266,0.266,1.097
267,0.267,1.097
268,0.268,1.098
269,0.269,1.096
270,0.270,1.098
271,0.271,1.097
272,0.272,1.099
273,0.273,1.098
274,0.274,1.098
275,0.275,1.098
276,0.276,1.096
277,0.277,1.097
278,0.278,1.097
279,0.279,1.097
280,0.280,1.097
281,0.281,1.099
282,0.282,1.099
283,0.283,1.098
284,0.284,1.098
285,0.285,1.097
286,0.286,1.098
287,0.287,1.098
288,0.288,1.097
289,0.289,1.099
290,0.290,1.096
291,0.291,1.097
292,0.292,1.099
293,0.293,1.098
294,0.294,1.096
295,0.295,1.099
296,0.296,1.095
297,0.297,1.097
298,0.298,1.097
299,0.299,1.097
300,0.300,1.099
301,0.301,1.098
302,0.302,1.097
303,0.303,1.099
304,0.304,1.098
305,0.305,1.097
306,0.306,1.098
307,0.307,1.097
308,0.308,1.099
309,0.309,1.097
310,0.310,1.097
311,0.311,1.097
312,0.312,1.098
313,0.313,1.096
314,0.314,1.096
315,0.315,1.097
316,0.316,1.098
