Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 5343
Start Time: 2/1/2023 2:30:44.973 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,0.245
1,0.001,0.245
2,0.002,0.245
3,0.003,0.246
4,0.004,0.245
5,0.005,0.245
6,0.006,0.245
7,0.007,0.245
8,0.008,0.245
9,0.009,0.245
10,0.010,0.245
11,0.011,0.245
12,0.012,0.245
13,0.013,0.246
14,0.014,0.245
15,0.015,0.246
16,0.016,0.246
17,0.017,0.245
18,0.018,0.245
19,0.019,0.246
20,0.020,0.245
21,0.021,0.244
22,0.022,0.245
23,0.023,0.247
24,0.024,0.246
25,0.025,0.246
26,0.026,0.246
27,0.027,0.246
28,0.028,0.246
29,0.029,0.245
30,0.030,0.244
31,0.031,0.246
32,0.032,0.245
33,0.033,0.246
34,0.034,0.244
35,0.035,0.246
36,0.036,0.244
37,0.037,0.245
38,0.038,0.246
39,0.039,0.245
40,0.040,0.245
41,0.041,0.247
42,0.042,0.246
43,0.043,0.246
44,0.044,0.246
45,0.045,0.246
46,0.046,0.244
47,0.047,0.245
48,0.048,0.244
49,0.049,0.245
50,0.050,0.244
51,0.051,0.245
52,0.052,0.244
53,0.053,0.244
54,0.054,0.244
55,0.055,0.247
56,0.056,0.245
57,0.057,0.245
58,0.058,0.244
59,0.059,0.245
60,0.060,0.244
61,0.061,0.245
62,0.062,0.244
63,0.063,0.245
64,0.064,0.245
65,0.065,0.246
66,0.066,0.244
67,0.067,0.246
68,0.068,0.245
69,0.069,0.245
70,0.070,0.245
71,0.071,0.244
72,0.072,0.243
73,0.073,0.244
74,0.074,0.243
75,0.075,0.245
76,0.076,0.245
77,0.077,0.245
78,0.078,0.246
79,0.079,0.244
80,0.080,0.245
81,0.081,0.244
82,0.082,0.247
83,0.083,0.245
84,0.084,0.246
85,0.085,0.244
86,0.086,0.245
87,0.087,0.245
88,0.088,0.245
89,0.089,0.245
90,0.090,0.245
91,0.091,0.245
92,0.092,0.245
93,0.093,0.246
94,0.094,0.245
95,0.095,0.246
96,0.096,0.244
97,0.097,0.247
98,0.098,0.245
99,0.099,0.246
100,0.100,0.244
101,0.101,0.245
102,0.102,0.245
103,0.103,0.246
104,0.104,0.245
105,0.105,0.245
106,0.106,0.244
107,0.107,0.245
108,0.108,0.245
109,0.109,0.245
110,0.110,0.246
111,0.111,0.246
112,0.112,0.245
113,0.113,0.245
114,0.114,0.246
115,0.115,0.246
116,0.116,0.244
117,0.117,0.244
118,0.118,0.247
119,0.119,0.246
120,0.120,0.245
121,0.121,0.245
122,0.122,0.244
123,0.123,0.246
124,0.124,0.245
125,0.125,0.244
126,0.126,0.246
127,0.127,0.246
128,0.128,0.245
129,0.129,0.245
130,0.130,0.245
131,0.131,0.246
132,0.132,0.246
133,0.133,0.247
134,0.134,0.246
135,0.135,0.247
136,0.136,0.245
137,0.137,0.246
138,0.138,0.245
139,0.139,0.246
140,0.140,0.245
141,0.141,0.246
142,0.142,0.245
143,0.143,0.246
144,0.144,0.246
145,0.145,0.245
146,0.146,0.245
147,0.147,0.246
148,0.148,0.246
149,0.149,0.246
150,0.150,0.245
151,0.151,0.244
152,0.152,0.244
153,0.153,0.244
154,0.154,0.246
155,0.155,0.245
156,0.156,0.245
157,0.157,0.246
158,0.158,0.244
159,0.159,0.244
160,0.160,0.247
161,0.161,0.245
162,0.162,0.245
163,0.163,0.245
164,0.164,0.245
165,0.165,0.245
166,0.166,0.245
167,0.167,0.244
168,0.168,0.246
169,0.169,0.247
170,0.170,0.245
171,0.171,0.246
172,0.172,0.245
173,0.173,0.244
174,0.174,0.245
175,0.175,0.245
176,0.176,0.245
177,0.177,0.246
178,0.178,0.247
179,0.179,0.245
180,0.180,0.245
181,0.181,0.246
182,0.182,0.244
183,0.183,0.245
184,0.184,0.246
185,0.185,0.245
186,0.186,0.246
187,0.187,0.247
188,0.188,0.247
189,0.189,0.247
190,0.190,0.246
191,0.191,0.244
192,0.192,0.246
193,0.193,0.246
194,0.194,0.244
195,0.195,0.244
196,0.196,0.244
197,0.197,0.245
198,0.198,0.244
199,0.199,0.246
200,0.200,0.245
