Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 5375
Start Time: 2/1/2023 2:29:58.596 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,0.248
1,0.001,0.246
2,0.002,0.245
3,0.003,0.245
4,0.004,0.246
5,0.005,0.248
6,0.006,0.247
7,0.007,0.248
8,0.008,0.246
9,0.009,0.247
10,0.010,0.247
11,0.011,0.244
12,0.012,0.247
13,0.013,0.249
14,0.014,0.247
15,0.015,0.246
16,0.016,0.249
17,0.017,0.246
18,0.018,0.247
19,0.019,0.247
20,0.020,0.244
21,0.021,0.247
22,0.022,0.247
23,0.023,0.247
24,0.024,0.246
25,0.025,0.248
26,0.026,0.246
27,0.027,0.247
28,0.028,0.246
29,0.029,0.246
30,0.030,0.247
31,0.031,0.248
32,0.032,0.246
33,0.033,0.246
34,0.034,0.248
35,0.035,0.246
36,0.036,0.247
37,0.037,0.247
38,0.038,0.246
39,0.039,0.247
40,0.040,0.246
41,0.041,0.246
42,0.042,0.246
43,0.043,0.246
44,0.044,0.248
45,0.045,0.247
46,0.046,0.246
47,0.047,0.245
48,0.048,0.246
49,0.049,0.247
50,0.050,0.247
51,0.051,0.247
52,0.052,0.247
53,0.053,0.246
54,0.054,0.246
55,0.055,0.247
56,0.056,0.246
57,0.057,0.246
58,0.058,0.247
59,0.059,0.246
60,0.060,0.245
61,0.061,0.246
62,0.062,0.247
63,0.063,0.246
64,0.064,0.246
65,0.065,0.246
66,0.066,0.247
67,0.067,0.246
68,0.068,0.246
69,0.069,0.246
70,0.070,0.246
71,0.071,0.247
72,0.072,0.249
73,0.073,0.247
74,0.074,0.247
75,0.075,0.246
76,0.076,0.248
77,0.077,0.247
78,0.078,0.246
79,0.079,0.247
80,0.080,0.247
81,0.081,0.247
82,0.082,0.248
83,0.083,0.247
84,0.084,0.247
85,0.085,0.246
86,0.086,0.246
87,0.087,0.248
88,0.088,0.248
89,0.089,0.247
90,0.090,0.247
91,0.091,0.248
92,0.092,0.248
93,0.093,0.247
94,0.094,0.247
95,0.095,0.247
96,0.096,0.246
97,0.097,0.247
98,0.098,0.247
99,0.099,0.246
100,0.100,0.246
101,0.101,0.247
102,0.102,0.247
103,0.103,0.246
104,0.104,0.247
105,0.105,0.246
106,0.106,0.245
107,0.107,0.245
108,0.108,0.247
109,0.109,0.247
110,0.110,0.247
111,0.111,0.247
112,0.112,0.247
113,0.113,0.246
114,0.114,0.246
115,0.115,0.246
116,0.116,0.247
117,0.117,0.248
118,0.118,0.246
119,0.119,0.246
120,0.120,0.246
121,0.121,0.247
122,0.122,0.247
123,0.123,0.247
124,0.124,0.247
125,0.125,0.246
126,0.126,0.245
127,0.127,0.246
128,0.128,0.246
129,0.129,0.247
130,0.130,0.247
131,0.131,0.245
132,0.132,0.246
133,0.133,0.247
134,0.134,0.246
135,0.135,0.246
136,0.136,0.245
137,0.137,0.245
138,0.138,0.246
139,0.139,0.247
140,0.140,0.246
141,0.141,0.245
142,0.142,0.247
143,0.143,0.245
144,0.144,0.247
145,0.145,0.247
146,0.146,0.247
147,0.147,0.246
148,0.148,0.247
149,0.149,0.247
150,0.150,0.246
151,0.151,0.246
152,0.152,0.246
153,0.153,0.247
154,0.154,0.247
155,0.155,0.246
156,0.156,0.248
157,0.157,0.245
158,0.158,0.246
159,0.159,0.246
160,0.160,0.245
161,0.161,0.247
162,0.162,0.246
163,0.163,0.248
164,0.164,0.246
165,0.165,0.246
166,0.166,0.246
167,0.167,0.246
168,0.168,0.246
169,0.169,0.247
170,0.170,0.247
171,0.171,0.246
172,0.172,0.246
173,0.173,0.246
174,0.174,0.246
175,0.175,0.247
176,0.176,0.245
177,0.177,0.246
178,0.178,0.247
179,0.179,0.252
180,0.180,0.276
181,0.181,0.314
182,0.182,0.354
183,0.183,0.389
184,0.184,0.401
185,0.185,0.396
186,0.186,0.383
187,0.187,0.369
188,0.188,0.366
189,0.189,0.374
190,0.190,0.397
191,0.191,0.418
192,0.192,0.430
193,0.193,0.433
194,0.194,0.428
195,0.195,0.426
196,0.196,0.426
197,0.197,0.435
198,0.198,0.440
199,0.199,0.442
200,0.200,0.438
201,0.201,0.434
202,0.202,0.431
203,0.203,0.431
204,0.204,0.434
205,0.205,0.436
206,0.206,0.438
207,0.207,0.436
208,0.208,0.433
209,0.209,0.432
210,0.210,0.428
211,0.211,0.431
212,0.212,0.431
213,0.213,0.429
214,0.214,0.425
215,0.215,0.420
216,0.216,0.418
217,0.217,0.413
218,0.218,0.411
219,0.219,0.408
220,0.220,0.403
221,0.221,0.399
222,0.222,0.392
223,0.223,0.386
224,0.224,0.386
225,0.225,0.383
226,0.226,0.383
227,0.227,0.378
228,0.228,0.376
229,0.229,0.371
230,0.230,0.366
231,0.231,0.363
232,0.232,0.360
233,0.233,0.360
234,0.234,0.360
235,0.235,0.361
236,0.236,0.361
237,0.237,0.358
238,0.238,0.359
239,0.239,0.358
240,0.240,0.360
241,0.241,0.359
242,0.242,0.361
243,0.243,0.363
244,0.244,0.365
245,0.245,0.367
246,0.246,0.369
247,0.247,0.370
248,0.248,0.372
249,0.249,0.373
250,0.250,0.377
251,0.251,0.378
252,0.252,0.382
253,0.253,0.386
254,0.254,0.388
255,0.255,0.390
256,0.256,0.393
257,0.257,0.395
258,0.258,0.398
259,0.259,0.400
260,0.260,0.405
261,0.261,0.411
262,0.262,0.413
263,0.263,0.416
264,0.264,0.417
265,0.265,0.421
266,0.266,0.423
267,0.267,0.427
268,0.268,0.433
269,0.269,0.436
270,0.270,0.438
271,0.271,0.442
272,0.272,0.447
273,0.273,0.449
274,0.274,0.451
275,0.275,0.453
276,0.276,0.454
277,0.277,0.455
278,0.278,0.453
279,0.279,0.454
280,0.280,0.457
281,0.281,0.460
282,0.282,0.463
283,0.283,0.463
284,0.284,0.461
285,0.285,0.462
286,0.286,0.462
287,0.287,0.463
288,0.288,0.465
289,0.289,0.467
290,0.290,0.467
291,0.291,0.467
292,0.292,0.464
293,0.293,0.464
294,0.294,0.466
295,0.295,0.468
296,0.296,0.472
297,0.297,0.475
298,0.298,0.478
299,0.299,0.481
300,0.300,0.482
301,0.301,0.486
302,0.302,0.486
303,0.303,0.491
304,0.304,0.493
305,0.305,0.495
306,0.306,0.498
307,0.307,0.499
308,0.308,0.499
309,0.309,0.500
310,0.310,0.502
311,0.311,0.501
312,0.312,0.503
313,0.313,0.504
314,0.314,0.508
315,0.315,0.508
316,0.316,0.510
317,0.317,0.513
318,0.318,0.511
319,0.319,0.513
320,0.320,0.512
321,0.321,0.513
322,0.322,0.514
323,0.323,0.515
324,0.324,0.514
325,0.325,0.517
326,0.326,0.517
327,0.327,0.516
328,0.328,0.516
329,0.329,0.514
330,0.330,0.513
331,0.331,0.516
332,0.332,0.520
333,0.333,0.521
334,0.334,0.519
335,0.335,0.516
336,0.336,0.519
337,0.337,0.518
338,0.338,0.522
339,0.339,0.527
340,0.340,0.536
341,0.341,0.539
342,0.342,0.543
343,0.343,0.544
344,0.344,0.549
345,0.345,0.555
346,0.346,0.561
347,0.347,0.570
348,0.348,0.577
349,0.349,0.582
350,0.350,0.585
351,0.351,0.584
352,0.352,0.584
353,0.353,0.579
354,0.354,0.578
355,0.355,0.578
356,0.356,0.581
357,0.357,0.601
358,0.358,0.629
359,0.359,0.646
360,0.360,0.656
361,0.361,0.667
362,0.362,0.676
363,0.363,0.689
364,0.364,0.707
365,0.365,0.732
366,0.366,0.749
367,0.367,0.758
368,0.368,0.759
369,0.369,0.764
370,0.370,0.777
371,0.371,0.792
372,0.372,0.812
373,0.373,0.828
374,0.374,0.837
375,0.375,0.846
376,0.376,0.853
377,0.377,0.862
378,0.378,0.868
379,0.379,0.878
380,0.380,0.889
381,0.381,0.901
382,0.382,0.911
383,0.383,0.918
384,0.384,0.925
385,0.385,0.931
386,0.386,0.934
387,0.387,0.940
388,0.388,0.949
389,0.389,0.955
390,0.390,0.962
391,0.391,0.967
392,0.392,0.972
393,0.393,0.972
394,0.394,0.974
395,0.395,0.977
396,0.396,0.982
397,0.397,0.987
398,0.398,0.992
399,0.399,0.995
400,0.400,0.997
401,0.401,0.997
402,0.402,1.001
403,0.403,1.002
404,0.404,1.006
405,0.405,1.010
406,0.406,1.015
407,0.407,1.021
408,0.408,1.024
409,0.409,1.029
410,0.410,1.033
411,0.411,1.040
412,0.412,1.048
413,0.413,1.054
414,0.414,1.063
415,0.415,1.069
416,0.416,1.077
417,0.417,1.082
418,0.418,1.089
419,0.419,1.096
420,0.420,1.101
421,0.421,1.104
422,0.422,1.108
423,0.423,1.114
424,0.424,1.114
425,0.425,1.118
426,0.426,1.123
427,0.427,1.126
428,0.428,1.130
429,0.429,1.133
430,0.430,1.135
431,0.431,1.137
432,0.432,1.135
433,0.433,1.138
434,0.434,1.140
435,0.435,1.139
436,0.436,1.140
437,0.437,1.138
438,0.438,1.136
439,0.439,1.134
440,0.440,1.134
441,0.441,1.133
442,0.442,1.133
443,0.443,1.133
444,0.444,1.131
445,0.445,1.132
446,0.446,1.132
447,0.447,1.132
448,0.448,1.132
449,0.449,1.133
450,0.450,1.132
451,0.451,1.130
452,0.452,1.128
453,0.453,1.128
454,0.454,1.128
455,0.455,1.126
