Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 5823
Start Time: 2/1/2023 2:31:46.034 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,0.244
1,0.001,0.244
2,0.002,0.245
3,0.003,0.245
4,0.004,0.246
5,0.005,0.244
6,0.006,0.244
7,0.007,0.246
8,0.008,0.244
9,0.009,0.243
10,0.010,0.245
11,0.011,0.244
12,0.012,0.245
13,0.013,0.245
14,0.014,0.243
15,0.015,0.245
16,0.016,0.244
17,0.017,0.244
18,0.018,0.245
19,0.019,0.245
20,0.020,0.245
21,0.021,0.244
22,0.022,0.244
23,0.023,0.246
24,0.024,0.245
25,0.025,0.244
26,0.026,0.245
27,0.027,0.244
28,0.028,0.244
29,0.029,0.244
30,0.030,0.244
31,0.031,0.244
32,0.032,0.243
33,0.033,0.244
34,0.034,0.246
35,0.035,0.245
36,0.036,0.243
37,0.037,0.246
38,0.038,0.245
39,0.039,0.245
40,0.040,0.243
41,0.041,0.247
42,0.042,0.244
43,0.043,0.244
44,0.044,0.245
45,0.045,0.245
46,0.046,0.243
47,0.047,0.245
48,0.048,0.245
49,0.049,0.244
50,0.050,0.243
51,0.051,0.244
52,0.052,0.246
53,0.053,0.245
54,0.054,0.245
55,0.055,0.247
56,0.056,0.244
57,0.057,0.245
58,0.058,0.245
59,0.059,0.243
60,0.060,0.245
61,0.061,0.245
62,0.062,0.244
63,0.063,0.244
64,0.064,0.243
65,0.065,0.245
66,0.066,0.244
67,0.067,0.246
68,0.068,0.243
69,0.069,0.245
70,0.070,0.244
71,0.071,0.245
72,0.072,0.245
73,0.073,0.245
74,0.074,0.244
75,0.075,0.244
76,0.076,0.243
77,0.077,0.247
78,0.078,0.245
79,0.079,0.246
80,0.080,0.246
81,0.081,0.245
82,0.082,0.244
83,0.083,0.245
84,0.084,0.243
85,0.085,0.245
86,0.086,0.246
87,0.087,0.245
88,0.088,0.245
89,0.089,0.246
90,0.090,0.245
91,0.091,0.245
92,0.092,0.245
93,0.093,0.244
94,0.094,0.245
95,0.095,0.245
96,0.096,0.244
97,0.097,0.245
98,0.098,0.244
99,0.099,0.246
100,0.100,0.244
101,0.101,0.245
102,0.102,0.244
103,0.103,0.245
104,0.104,0.246
105,0.105,0.244
106,0.106,0.245
107,0.107,0.244
108,0.108,0.245
109,0.109,0.246
110,0.110,0.245
111,0.111,0.244
112,0.112,0.245
113,0.113,0.245
114,0.114,0.246
115,0.115,0.245
116,0.116,0.244
117,0.117,0.244
118,0.118,0.244
119,0.119,0.244
120,0.120,0.244
121,0.121,0.245
122,0.122,0.245
123,0.123,0.243
124,0.124,0.245
125,0.125,0.245
126,0.126,0.245
127,0.127,0.247
128,0.128,0.244
129,0.129,0.245
130,0.130,0.245
131,0.131,0.245
132,0.132,0.245
133,0.133,0.244
134,0.134,0.244
135,0.135,0.245
136,0.136,0.245
137,0.137,0.244
138,0.138,0.246
139,0.139,0.243
140,0.140,0.246
141,0.141,0.245
142,0.142,0.246
143,0.143,0.245
144,0.144,0.244
145,0.145,0.244
146,0.146,0.244
147,0.147,0.245
148,0.148,0.245
149,0.149,0.244
150,0.150,0.245
151,0.151,0.246
152,0.152,0.244
153,0.153,0.245
154,0.154,0.245
155,0.155,0.245
156,0.156,0.245
157,0.157,0.244
158,0.158,0.245
159,0.159,0.244
160,0.160,0.245
161,0.161,0.244
162,0.162,0.244
163,0.163,0.245
164,0.164,0.245
165,0.165,0.244
166,0.166,0.246
167,0.167,0.245
168,0.168,0.243
169,0.169,0.245
170,0.170,0.244
171,0.171,0.245
172,0.172,0.245
173,0.173,0.246
174,0.174,0.245
175,0.175,0.245
176,0.176,0.246
177,0.177,0.246
178,0.178,0.247
179,0.179,0.244
180,0.180,0.244
181,0.181,0.245
182,0.182,0.243
183,0.183,0.244
184,0.184,0.243
185,0.185,0.245
186,0.186,0.244
187,0.187,0.245
188,0.188,0.245
189,0.189,0.244
190,0.190,0.246
191,0.191,0.244
192,0.192,0.244
193,0.193,0.244
194,0.194,0.244
195,0.195,0.245
196,0.196,0.245
197,0.197,0.244
198,0.198,0.244
199,0.199,0.245
200,0.200,0.245
201,0.201,0.246
202,0.202,0.244
203,0.203,0.243
204,0.204,0.245
205,0.205,0.245
206,0.206,0.244
207,0.207,0.244
208,0.208,0.245
209,0.209,0.246
210,0.210,0.246
211,0.211,0.246
212,0.212,0.243
213,0.213,0.244
214,0.214,0.243
215,0.215,0.245
216,0.216,0.245
217,0.217,0.245
218,0.218,0.246
219,0.219,0.246
220,0.220,0.245
221,0.221,0.246
222,0.222,0.244
223,0.223,0.245
224,0.224,0.244
225,0.225,0.245
226,0.226,0.243
227,0.227,0.242
228,0.228,0.244
229,0.229,0.245
230,0.230,0.244
231,0.231,0.245
232,0.232,0.246
233,0.233,0.246
234,0.234,0.246
235,0.235,0.244
236,0.236,0.244
237,0.237,0.247
238,0.238,0.244
239,0.239,0.246
240,0.240,0.245
241,0.241,0.244
242,0.242,0.245
243,0.243,0.246
244,0.244,0.244
245,0.245,0.244
246,0.246,0.245
247,0.247,0.243
248,0.248,0.245
249,0.249,0.246
250,0.250,0.246
251,0.251,0.245
252,0.252,0.245
253,0.253,0.246
254,0.254,0.244
255,0.255,0.244
256,0.256,0.245
257,0.257,0.244
258,0.258,0.244
259,0.259,0.246
260,0.260,0.246
261,0.261,0.246
262,0.262,0.245
263,0.263,0.243
264,0.264,0.245
265,0.265,0.245
266,0.266,0.245
267,0.267,0.245
268,0.268,0.244
269,0.269,0.244
270,0.270,0.246
271,0.271,0.245
272,0.272,0.245
273,0.273,0.245
274,0.274,0.245
275,0.275,0.244
276,0.276,0.244
277,0.277,0.244
278,0.278,0.244
279,0.279,0.245
280,0.280,0.243
281,0.281,0.245
282,0.282,0.245
283,0.283,0.245
284,0.284,0.243
285,0.285,0.245
286,0.286,0.245
287,0.287,0.245
288,0.288,0.244
289,0.289,0.243
290,0.290,0.244
291,0.291,0.244
292,0.292,0.244
293,0.293,0.245
294,0.294,0.246
295,0.295,0.245
296,0.296,0.243
297,0.297,0.244
298,0.298,0.246
299,0.299,0.244
300,0.300,0.246
301,0.301,0.245
302,0.302,0.245
303,0.303,0.243
304,0.304,0.244
305,0.305,0.244
306,0.306,0.246
307,0.307,0.245
308,0.308,0.244
309,0.309,0.243
310,0.310,0.245
311,0.311,0.244
312,0.312,0.244
313,0.313,0.245
314,0.314,0.244
315,0.315,0.246
316,0.316,0.243
317,0.317,0.245
318,0.318,0.246
319,0.319,0.244
320,0.320,0.246
321,0.321,0.244
322,0.322,0.245
323,0.323,0.245
324,0.324,0.245
325,0.325,0.243
326,0.326,0.244
327,0.327,0.246
328,0.328,0.245
329,0.329,0.244
330,0.330,0.244
331,0.331,0.245
332,0.332,0.244
333,0.333,0.245
334,0.334,0.245
335,0.335,0.244
336,0.336,0.245
337,0.337,0.244
338,0.338,0.245
339,0.339,0.244
340,0.340,0.245
341,0.341,0.245
342,0.342,0.244
343,0.343,0.243
344,0.344,0.246
345,0.345,0.245
346,0.346,0.246
347,0.347,0.245
348,0.348,0.245
349,0.349,0.243
350,0.350,0.244
351,0.351,0.244
352,0.352,0.244
353,0.353,0.245
354,0.354,0.244
355,0.355,0.243
356,0.356,0.244
357,0.357,0.245
358,0.358,0.245
359,0.359,0.245
360,0.360,0.245
361,0.361,0.245
362,0.362,0.245
363,0.363,0.244
364,0.364,0.244
365,0.365,0.243
366,0.366,0.244
367,0.367,0.245
368,0.368,0.244
369,0.369,0.244
370,0.370,0.244
371,0.371,0.246
372,0.372,0.246
373,0.373,0.244
374,0.374,0.244
375,0.375,0.246
376,0.376,0.244
377,0.377,0.243
378,0.378,0.245
379,0.379,0.245
380,0.380,0.246
381,0.381,0.245
382,0.382,0.245
383,0.383,0.245
384,0.384,0.245
385,0.385,0.244
386,0.386,0.245
387,0.387,0.245
388,0.388,0.245
389,0.389,0.244
390,0.390,0.246
391,0.391,0.245
392,0.392,0.245
393,0.393,0.245
394,0.394,0.243
395,0.395,0.245
396,0.396,0.245
397,0.397,0.245
398,0.398,0.246
399,0.399,0.246
400,0.400,0.245
401,0.401,0.243
402,0.402,0.246
403,0.403,0.245
404,0.404,0.244
405,0.405,0.244
406,0.406,0.244
407,0.407,0.244
408,0.408,0.246
409,0.409,0.244
410,0.410,0.244
411,0.411,0.245
412,0.412,0.244
413,0.413,0.246
414,0.414,0.244
415,0.415,0.245
416,0.416,0.245
417,0.417,0.244
418,0.418,0.244
419,0.419,0.245
420,0.420,0.246
421,0.421,0.245
422,0.422,0.245
423,0.423,0.243
424,0.424,0.244
425,0.425,0.244
426,0.426,0.243
427,0.427,0.244
428,0.428,0.245
429,0.429,0.245
430,0.430,0.245
431,0.431,0.244
432,0.432,0.245
433,0.433,0.244
434,0.434,0.243
435,0.435,0.245
436,0.436,0.247
437,0.437,0.246
438,0.438,0.245
439,0.439,0.246
440,0.440,0.245
441,0.441,0.245
442,0.442,0.244
443,0.443,0.245
444,0.444,0.244
445,0.445,0.245
446,0.446,0.245
447,0.447,0.245
448,0.448,0.245
449,0.449,0.245
450,0.450,0.247
451,0.451,0.244
452,0.452,0.244
453,0.453,0.246
454,0.454,0.244
455,0.455,0.245
456,0.456,0.244
457,0.457,0.246
458,0.458,0.245
459,0.459,0.245
460,0.460,0.244
461,0.461,0.245
462,0.462,0.246
463,0.463,0.246
464,0.464,0.245
465,0.465,0.244
466,0.466,0.245
467,0.467,0.243
468,0.468,0.246
469,0.469,0.245
470,0.470,0.245
471,0.471,0.245
472,0.472,0.244
473,0.473,0.246
474,0.474,0.245
475,0.475,0.243
476,0.476,0.247
477,0.477,0.245
478,0.478,0.246
479,0.479,0.246
480,0.480,0.245
481,0.481,0.245
482,0.482,0.244
483,0.483,0.245
484,0.484,0.243
485,0.485,0.245
486,0.486,0.244
487,0.487,0.245
488,0.488,0.244
489,0.489,0.244
490,0.490,0.244
491,0.491,0.244
492,0.492,0.245
493,0.493,0.245
494,0.494,0.244
495,0.495,0.244
496,0.496,0.246
497,0.497,0.246
498,0.498,0.246
499,0.499,0.244
500,0.500,0.244
501,0.501,0.246
502,0.502,0.245
503,0.503,0.244
504,0.504,0.243
505,0.505,0.244
506,0.506,0.243
507,0.507,0.244
508,0.508,0.243
509,0.509,0.245
510,0.510,0.244
511,0.511,0.245
512,0.512,0.246
513,0.513,0.244
514,0.514,0.245
515,0.515,0.245
516,0.516,0.245
517,0.517,0.245
518,0.518,0.245
519,0.519,0.245
520,0.520,0.246
521,0.521,0.244
522,0.522,0.246
523,0.523,0.245
524,0.524,0.243
525,0.525,0.244
526,0.526,0.244
527,0.527,0.247
528,0.528,0.245
529,0.529,0.246
530,0.530,0.245
531,0.531,0.244
532,0.532,0.244
533,0.533,0.244
534,0.534,0.245
535,0.535,0.246
536,0.536,0.243
537,0.537,0.243
538,0.538,0.244
539,0.539,0.245
540,0.540,0.245
541,0.541,0.244
542,0.542,0.243
543,0.543,0.246
544,0.544,0.244
545,0.545,0.245
546,0.546,0.245
547,0.547,0.244
548,0.548,0.243
549,0.549,0.246
550,0.550,0.244
551,0.551,0.245
552,0.552,0.244
553,0.553,0.245
554,0.554,0.244
555,0.555,0.246
556,0.556,0.244
557,0.557,0.244
558,0.558,0.244
559,0.559,0.246
560,0.560,0.245
561,0.561,0.244
562,0.562,0.245
563,0.563,0.245
564,0.564,0.245
565,0.565,0.245
566,0.566,0.243
567,0.567,0.243
568,0.568,0.245
569,0.569,0.245
570,0.570,0.243
571,0.571,0.244
572,0.572,0.243
573,0.573,0.244
574,0.574,0.245
575,0.575,0.246
576,0.576,0.244
577,0.577,0.244
578,0.578,0.245
579,0.579,0.245
580,0.580,0.244
581,0.581,0.244
582,0.582,0.244
583,0.583,0.245
584,0.584,0.245
585,0.585,0.243
586,0.586,0.244
587,0.587,0.244
588,0.588,0.245
589,0.589,0.245
590,0.590,0.246
591,0.591,0.244
592,0.592,0.245
593,0.593,0.244
594,0.594,0.246
595,0.595,0.244
596,0.596,0.243
597,0.597,0.245
598,0.598,0.245
599,0.599,0.245
600,0.600,0.245
601,0.601,0.246
602,0.602,0.247
603,0.603,0.245
604,0.604,0.245
605,0.605,0.244
606,0.606,0.243
607,0.607,0.245
608,0.608,0.245
609,0.609,0.246
610,0.610,0.244
611,0.611,0.245
612,0.612,0.246
613,0.613,0.245
614,0.614,0.245
615,0.615,0.244
616,0.616,0.245
617,0.617,0.244
618,0.618,0.244
619,0.619,0.243
620,0.620,0.245
621,0.621,0.244
622,0.622,0.243
623,0.623,0.244
624,0.624,0.245
625,0.625,0.245
626,0.626,0.245
627,0.627,0.246
628,0.628,0.244
629,0.629,0.244
630,0.630,0.244
631,0.631,0.245
632,0.632,0.245
633,0.633,0.245
634,0.634,0.245
635,0.635,0.244
636,0.636,0.245
637,0.637,0.244
638,0.638,0.244
639,0.639,0.245
640,0.640,0.247
641,0.641,0.244
642,0.642,0.245
643,0.643,0.245
644,0.644,0.243
645,0.645,0.245
646,0.646,0.246
647,0.647,0.246
648,0.648,0.245
649,0.649,0.245
650,0.650,0.244
651,0.651,0.244
652,0.652,0.244
653,0.653,0.246
654,0.654,0.245
655,0.655,0.244
656,0.656,0.245
657,0.657,0.245
658,0.658,0.245
659,0.659,0.244
660,0.660,0.243
661,0.661,0.244
662,0.662,0.245
663,0.663,0.244
